1.6311,0.33902,-0.0,0.0,-0.0,-0.01624,0.99987
2.79188,0.03005,0.0,-0.0,-0.0,-0.36245,0.932
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
1.6311,0.33902,-0.0,0.0,-0.0,-0.01624,0.99987
2.79188,0.03005,0.0,-0.0,-0.0,-0.36245,0.932
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
1.6311,0.33902,-0.0,0.0,-0.0,-0.01624,0.99987
2.79188,0.03005,0.0,-0.0,-0.0,-0.36245,0.932
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.91608,-1.94204,-0.0,0.0,0.0,-0.8656,0.50074
2.51443,-2.45352,-0.0,0.0,0.0,0.99953,0.03057
2.51443,-2.45352,-0.0,0.0,0.0,0.99953,0.03057
1.6311,0.33902,-0.0,0.0,-0.0,-0.01624,0.99987
2.79188,0.03005,0.0,-0.0,-0.0,-0.36245,0.932
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.90778,-1.58371,-0.0,0.0,0.0,-0.34275,0.93943
3.91608,-1.94204,-0.0,0.0,0.0,-0.8656,0.50074
2.51443,-2.45352,-0.0,0.0,0.0,0.99953,0.03057
2.51443,-2.45352,-0.0,0.0,0.0,0.99953,0.03057
2.96667,-2.56496,-0.0,-0.0,-0.0,0.93528,0.35392
2.8609,-1.5461,0.0,0.0,0.0,0.63173,0.77519
2.54809,-0.21921,0.0,0.0,0.0,0.85267,0.52245
0.05364,-0.02713,0.0,-0.0,0.0,0.9987,0.051
0.05364,-0.02713,0.0,-0.0,0.0,0.9987,0.051
1.48688,0.16154,0.0,0.0,0.0,-0.09944,0.99504
2.79249,-0.43835,0.0,-0.0,0.0,-0.32442,0.94591
3.98025,-1.35233,-0.0,0.0,0.0,-0.36511,0.93096
3.98025,-1.35233,-0.0,0.0,0.0,-0.36511,0.93096
2.77809,-2.66034,0.0,-0.0,0.0,0.99855,0.05378
2.77809,-2.66034,0.0,-0.0,0.0,0.99855,0.05378
3.12605,-1.06442,0.0,-0.0,0.0,0.69437,0.71962
0.01549,0.04356,-0.0,0.0,0.0,0.99968,0.02535
0.01549,0.04356,-0.0,0.0,0.0,0.99968,0.02535
1.35227,0.13415,0.0,0.0,0.0,-0.01437,0.9999
3.04371,-0.66133,-0.0,0.0,0.0,-0.35518,0.9348
3.98854,-1.29048,-0.0,-0.0,-0.0,-0.33815,0.94109
3.98854,-1.29048,-0.0,-0.0,-0.0,-0.33815,0.94109
2.70872,-2.57166,0.0,-0.0,-0.0,0.99985,0.01758
2.70872,-2.57166,0.0,-0.0,-0.0,0.99985,0.01758
1.89977,-0.73178,0.0,0.0,0.0,-0.21988,0.97553
5.43532,-0.99847,-0.0,-0.0,0.0,0.16044,0.98704
6.88192,-1.60843,0.0,0.0,0.0,-0.83174,0.55516
6.08316,-2.43138,-0.0,0.0,-0.0,0.94349,-0.33141
6.08316,-2.43138,-0.0,0.0,-0.0,0.94349,-0.33141
1.89977,-0.73178,0.0,0.0,0.0,-0.21988,0.97553
5.43532,-0.99847,-0.0,-0.0,0.0,0.16044,0.98704
6.88192,-1.60843,0.0,0.0,0.0,-0.83174,0.55516
6.08316,-2.43138,-0.0,0.0,-0.0,0.94349,-0.33141
6.08316,-2.43138,-0.0,0.0,-0.0,0.94349,-0.33141
1.39746,-0.61009,0.0,0.0,0.0,-0.37173,0.92834
3.8215,-0.95678,0.0,-0.0,0.0,0.04238,0.9991
