5.74191,-1.34024,-0.0,0.0,0.0,-0.30006,0.95392
6.12564,-2.04296,0.0,-0.0,0.0,-0.7403,0.67228
6.12564,-2.04296,0.0,-0.0,0.0,-0.7403,0.67228
6.77663,-0.48448,0.0,-0.0,-0.0,0.70609,0.70812
6.17629,0.5631,0.0,-0.0,0.0,0.94039,0.3401
6.17629,0.5631,0.0,-0.0,0.0,0.94039,0.3401
4.89816,-0.19159,0.0,0.0,0.0,0.97681,-0.2141
1.72548,-0.9008,-0.0,-0.0,0.0,0.99934,0.03626
0.00187,0.08064,0.0,0.0,0.0,0.00292,1.0
0.00187,0.08064,0.0,0.0,0.0,0.00292,1.0
2.52154,-0.89767,0.0,0.0,-0.0,-0.11554,0.9933
4.927,-0.38819,0.0,-0.0,-0.0,0.2,0.9798
6.6915,-0.59112,0.0,-0.0,-0.0,-0.62319,0.78207
6.0299,-2.05438,0.0,0.0,0.0,0.8851,-0.4654
6.0299,-2.05438,0.0,0.0,0.0,0.8851,-0.4654
5.89551,0.57861,0.0,0.0,-0.0,0.90309,0.42945
5.89551,0.57861,0.0,0.0,-0.0,0.90309,0.42945
1.85818,-0.76844,-0.0,0.0,0.0,-0.19805,0.98019
3.97122,-1.60591,-0.0,0.0,0.0,-0.22023,0.97545
6.4104,-2.70364,-0.0,-0.0,0.0,-0.20436,0.9789
6.4104,-2.70364,-0.0,-0.0,0.0,-0.20436,0.9789
7.00525,-1.7425,0.0,0.0,0.0,0.66639,0.7456
6.03511,-0.06156,0.0,0.0,0.0,0.93672,0.35008
6.03511,-0.06156,0.0,0.0,0.0,0.93672,0.35008
4.78839,-0.77919,0.0,0.0,0.0,0.97122,-0.23817
0.24202,-1.2021,0.0,0.0,0.0,0.99906,0.04335
0.24202,-1.2021,0.0,0.0,0.0,0.99906,0.04335
1.97339,-0.48445,0.0,-0.0,0.0,-0.18501,0.98274
4.69133,-1.33104,-0.0,0.0,-0.0,-0.14334,0.98967
6.97188,-1.95679,0.0,0.0,0.0,-0.10962,0.99397
6.97188,-1.95679,0.0,0.0,0.0,-0.10962,0.99397
6.85141,-0.68646,-0.0,-0.0,-0.0,0.85277,0.52229
5.95429,0.81253,-0.0,-0.0,-0.0,0.96682,0.25547
5.95429,0.81253,-0.0,-0.0,-0.0,0.96682,0.25547
4.75949,-0.16359,0.0,0.0,0.0,0.95207,-0.30587
2.69872,-0.81034,-0.0,-0.0,-0.0,0.99975,-0.0222
2.69872,-0.81034,-0.0,-0.0,-0.0,0.99975,-0.0222
1.97339,-0.48445,0.0,-0.0,0.0,-0.18501,0.98274
4.69133,-1.33104,-0.0,0.0,-0.0,-0.14334,0.98967
6.97188,-1.95679,0.0,0.0,0.0,-0.10962,0.99397
6.97188,-1.95679,0.0,0.0,0.0,-0.10962,0.99397
6.85141,-0.68646,-0.0,-0.0,-0.0,0.85277,0.52229
5.95429,0.81253,-0.0,-0.0,-0.0,0.96682,0.25547
5.95429,0.81253,-0.0,-0.0,-0.0,0.96682,0.25547
3.21542,-0.2346,-0.0,-0.0,0.0,0.01627,0.99987
7.63633,-1.311,0.0,0.0,-0.0,-0.14188,0.98988
8.83308,-0.16259,0.0,0.0,0.0,0.83767,0.54617
8.83308,-0.16259,0.0,0.0,0.0,0.83767,0.54617
2.20411,-0.46107,0.0,0.0,0.0,-0.00127,1.0
4.91747,-0.4945,0.0,-0.0,-0.0,-0.04056,0.99918
7.45855,-2.72808,0.0,-0.0,0.0,-0.4807,0.87689
7.45855,-2.72808,0.0,-0.0,0.0,-0.4807,0.87689
6.84174,-1.36511,0.0,-0.0,0.0,0.8896,0.45675
2.26548,-0.45211,-0.0,0.0,0.0,0.99968,0.02542
0.4927,0.06986,0.0,0.0,0.0,-0.03753,0.9993
0.06661,0.07497,-0.0,0.0,-0.0,-0.02453,0.9997
0.06661,0.07497,-0.0,0.0,-0.0,-0.02453,0.9997
1.99584,-0.4532,-0.0,-0.0,0.0,-0.03007,0.99955
4.88649,-0.33379,0.0,-0.0,-0.0,-0.02216,0.99975
7.63441,-2.40979,0.0,0.0,-0.0,-0.44332,0.89637
7.63441,-2.40979,0.0,0.0,-0.0,-0.44332,0.89637
7.21647,-0.62832,0.0,0.0,0.0,0.56292,0.82651
7.21647,-0.62832,0.0,0.0,0.0,0.56292,0.82651
5.6274,-0.26318,-0.0,0.0,-0.0,0.99985,0.01708
2.58564,-0.45457,0.0,-0.0,0.0,0.99966,0.02589
0.04424,0.05715,0.0,0.0,0.0,0.00772,0.99997
0.04424,0.05715,0.0,0.0,0.0,0.00772,0.99997
